"Plot Title: JR_NH12"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10946908, SEN S/N: 10946908)","RH, % (LGR S/N: 10946908, SEN S/N: 10946908)","Host Connected (LGR S/N: 10946908)","Stopped (LGR S/N: 10946908)","End Of File (LGR S/N: 10946908)"
963,07/08/22 06:08:06 PM,23.669,47.710,,,
964,07/08/22 07:08:06 PM,23.645,48.218,,,
965,07/08/22 08:08:06 PM,23.838,47.219,,,
966,07/08/22 09:08:06 PM,23.573,46.321,,,
967,07/08/22 10:08:06 PM,23.261,46.859,,,
968,07/08/22 11:08:06 PM,23.069,47.475,,,
969,07/09/22 12:08:06 AM,22.877,47.291,,,
970,07/09/22 01:08:06 AM,22.757,47.786,,,
971,07/09/22 02:08:06 AM,22.685,48.064,,,
972,07/09/22 03:08:06 AM,22.589,48.274,,,
973,07/09/22 04:08:06 AM,22.517,48.297,,,
974,07/09/22 05:08:06 AM,22.469,48.957,,,
975,07/09/22 06:08:06 AM,22.421,49.458,,,
976,07/09/22 07:08:06 AM,22.421,49.775,,,
977,07/09/22 08:08:06 AM,22.613,49.293,,,
978,07/09/22 09:08:06 AM,22.829,48.813,,,
979,07/09/22 10:08:06 AM,23.189,48.223,,,
980,07/09/22 11:08:06 AM,23.333,47.955,,,
981,07/09/22 12:08:06 PM,23.573,47.953,,,
982,07/09/22 01:08:06 PM,23.429,48.859,,,
983,07/09/22 02:08:06 PM,23.333,48.242,,,
984,07/09/22 03:08:06 PM,23.213,48.258,,,
985,07/09/22 04:08:06 PM,23.117,48.182,,,
986,07/09/22 05:08:06 PM,23.213,50.892,,,
987,07/09/22 06:08:06 PM,23.453,51.745,,,
988,07/09/22 07:08:06 PM,23.573,49.164,,,
989,07/09/22 08:08:06 PM,23.814,48.431,,,
990,07/09/22 09:08:06 PM,23.693,46.753,,,
991,07/09/22 09:24:12 PM,,,Logged,,
992,07/09/22 09:25:14 PM,,,,Logged,Logged
